cluster,dispo_alim_kcal_j,dispo_prot_j,evol_population,ratio_proteines
1,-0.9229685045700966,-0.965073451806074,-0.49308360936465456,-0.6540261267524061
2,0.030991016894770487,0.33931698753396006,1.7591094106460814,0.6262708078132577
3,-1.1704567471221126,-1.2108126282426186,0.44164650693322544,-1.5903730494862518
4,1.6014724168600836,1.5511103430166315,-0.9219487166212388,1.2223307785089546
5,0.4609618179373562,0.2854587494980979,-0.7857235915934124,0.3957975899164472
